n_cases,move_budget,baseline_moved_load,operational_moved_load,baseline_move_share,operational_move_share,baseline_churn,operational_churn,baseline_accuracy,operational_accuracy,realized_gain_pp,baseline_common_value,operational_common_value,predicted_gain_pp,incumbent_correct,baseline_nfr_count,operational_nfr_count,baseline_nfr,operational_nfr,alpha,repetition,batch,release_gain_pp
500,36,36,36,0.072,0.072,137,160,0.614,0.62,0.6000000000000005,0.5988003354912723,0.6022687127143076,0.34683772230352794,253,26,34,0.10276679841897234,0.13438735177865613,0.7000000000000001,50,1,9.750000000000004
500,38,38,38,0.076,0.076,147,162,0.616,0.62,0.40000000000000036,0.6008098331756727,0.6023770812502668,0.15672480745940742,253,29,35,0.11462450592885376,0.1383399209486166,0.8,50,1,9.750000000000004
500,42,42,42,0.084,0.084,157,163,0.622,0.62,-0.20000000000000018,0.602361665594578,0.6025130200919971,0.015135449741909834,253,32,36,0.12648221343873517,0.1422924901185771,0.9,50,1,9.750000000000004
500,44,44,44,0.088,0.088,164,164,0.618,0.618,0.0,0.6025211150606123,0.6025211150606123,0.0,253,37,37,0.14624505928853754,0.14624505928853754,1.0,50,1,9.750000000000004
500,0,0,0,0.0,0.0,0,145,0.542,0.652,10.999999999999998,0.5266441876147696,0.6092000271048872,8.255583949011758,271,0,24,0.0,0.08856088560885608,0.0,50,2,9.750000000000004
500,6,6,6,0.012,0.012,19,148,0.568,0.658,9.000000000000007,0.5444865321276122,0.6121575189959451,6.767098686833284,271,1,25,0.0036900369003690036,0.09225092250922509,0.1,50,2,9.750000000000004
500,11,11,11,0.022,0.022,40,151,0.586,0.666,8.000000000000007,0.5599842459881735,0.6141752300714196,5.419098408324608,271,3,24,0.01107011070110701,0.08856088560885608,0.2,50,2,9.750000000000004
500,17,17,17,0.034,0.034,57,153,0.598,0.668,7.000000000000006,0.5731188517758878,0.6161156951705795,4.2996843394691675,271,5,25,0.01845018450184502,0.09225092250922509,0.30000000000000004,50,2,9.750000000000004
500,16,16,16,0.032,0.032,79,154,0.622,0.666,4.400000000000004,0.5875900547403259,0.615819290025124,2.822923528479815,271,9,26,0.033210332103321034,0.0959409594095941,0.4,50,2,9.750000000000004
500,21,21,21,0.042,0.042,102,154,0.638,0.668,3.0000000000000027,0.6023848765382366,0.6172135107005251,1.4828634162288523,271,13,25,0.04797047970479705,0.09225092250922509,0.5,50,2,9.750000000000004
500,24,24,24,0.048,0.048,115,154,0.634,0.672,3.8000000000000034,0.6089033408109323,0.6178835499183634,0.8980209107431025,271,19,24,0.07011070110701106,0.08856088560885608,0.6000000000000001,50,2,9.750000000000004
500,33,33,33,0.066,0.066,134,158,0.642,0.664,2.200000000000002,0.6160006773714624,0.6190407884628275,0.30401110913651497,271,22,27,0.08118081180811808,0.0996309963099631,0.7000000000000001,50,2,9.750000000000004
500,37,37,37,0.074,0.074,144,160,0.654,0.66,0.6000000000000005,0.6177630331944685,0.619292495668748,0.15294624742795415,271,22,28,0.08118081180811808,0.1033210332103321,0.8,50,2,9.750000000000004
500,41,41,41,0.082,0.082,156,162,0.66,0.664,0.40000000000000036,0.6192592781677931,0.6193978412302805,0.01385630624873846,271,26,28,0.0959409594095941,0.1033210332103321,0.9,50,2,9.750000000000004
500,44,44,44,0.088,0.088,163,163,0.662,0.662,0.0,0.6194397419661022,0.6194397419661022,0.0,271,28,28,0.1033210332103321,0.1033210332103321,1.0,50,2,9.750000000000004
500,0,0,0,0.0,0.0,0,146,0.542,0.632,8.999999999999996,0.5347967427359799,0.5995465999375978,6.474985720161797,271,0,35,0.0,0.12915129151291513,0.0,50,3,9.750000000000004
500,5,5,5,0.01,0.01,12,147,0.56,0.634,7.399999999999995,0.5422046557318185,0.6015948342781298,5.939017854631123,271,1,34,0.0036900369003690036,0.12546125461254612,0.1,50,3,9.750000000000004
500,5,5,5,0.01,0.01,29,147,0.574,0.634,6.000000000000005,0.555200099954888,0.6015948342781298,4.6394734323241815,271,3,34,0.01107011070110701,0.12546125461254612,0.2,50,3,9.750000000000004
500,7,7,7,0.014,0.014,47,148,0.58,0.632,5.200000000000005,0.5685156305917074,0.6022018804474444,3.3686249855736983,271,7,35,0.025830258302583026,0.12915129151291513,0.30000000000000004,50,3,9.750000000000004
500,10,10,10,0.02,0.02,67,146,0.588,0.63,4.200000000000004,0.580180280760489,0.6029443930304461,2.2764112269957115,271,13,35,0.04797047970479705,0.12915129151291513,0.4,50,3,9.750000000000004
500,15,15,15,0.03,0.03,82,148,0.594,0.628,3.400000000000003,0.5870731741821512,0.6036432559474755,1.6570081765324263,271,18,35,0.06642066420664207,0.12915129151291513,0.5,50,3,9.750000000000004
500,19,19,19,0.038,0.038,103,146,0.614,0.634,2.0000000000000018,0.597305770763283,0.6040510355034014,0.6745264740118495,271,22,33,0.08118081180811808,0.12177121771217712,0.6000000000000001,50,3,9.750000000000004
500,22,22,22,0.044,0.044,113,147,0.618,0.634,1.6000000000000014,0.6006336690278529,0.6042845716076488,0.3650902579795945,271,25,33,0.09225092250922509,0.12177121771217712,0.7000000000000001,50,3,9.750000000000004
500,30,30,29,0.06,0.058,127,142,0.618,0.636,1.8000000000000016,0.6031365928778982,0.6044862613649907,0.13496684870925035,271,29,30,0.1070110701107011,0.11070110701107011,0.8,50,3,9.750000000000004
500,31,31,29,0.062,0.058,137,142,0.63,0.636,0.6000000000000005,0.6042329797169921,0.6044862613649907,0.025328164799864883,271,30,30,0.11070110701107011,0.11070110701107011,0.9,50,3,9.750000000000004
500,29,29,29,0.058,0.058,142,142,0.636,0.636,0.0,0.6044862613649907,0.6044862613649907,0.0,271,30,30,0.11070110701107011,0.11070110701107011,1.0,50,3,9.750000000000004
500,0,0,0,0.0,0.0,0,130,0.554,0.628,7.399999999999995,0.5462787880952487,0.621172263953541,7.489347585829231,277,0,33,0.0,0.11913357400722022,0.0,50,4,9.750000000000004
500,9,9,9,0.018,0.018,17,131,0.58,0.626,4.600000000000004,0.5623438397890698,0.6245319787770357,6.2188138987965935,277,1,35,0.0036101083032490976,0.1263537906137184,0.1,50,4,9.750000000000004
500,19,19,19,0.038,0.038,37,136,0.59,0.624,3.400000000000003,0.5803857418054126,0.6265978887429742,4.621214693756159,277,8,37,0.02888086642599278,0.13357400722021662,0.2,50,4,9.750000000000004
500,16,16,16,0.032,0.032,54,134,0.604,0.626,2.200000000000002,0.5930831690903493,0.6261440874124744,3.30609183221251,277,10,36,0.036101083032490974,0.1299638989169675,0.30000000000000004,50,4,9.750000000000004
500,14,14,14,0.028,0.028,72,132,0.634,0.624,-1.0000000000000009,0.6075745426929512,0.6257773553568174,1.8202812663866252,277,11,36,0.039711191335740074,0.1299638989169675,0.4,50,4,9.750000000000004
500,16,16,16,0.032,0.032,84,134,0.638,0.626,-1.200000000000001,0.6144171401405174,0.6261440874124744,1.1726947271957,277,15,36,0.05415162454873646,0.1299638989169675,0.5,50,4,9.750000000000004
500,20,20,20,0.04,0.04,97,135,0.636,0.624,-1.200000000000001,0.6197837922840597,0.6267226412568455,0.6938848972785849,277,19,37,0.06859205776173286,0.13357400722021662,0.6000000000000001,50,4,9.750000000000004
500,25,25,25,0.05,0.05,111,135,0.634,0.63,-0.40000000000000036,0.6239254140307223,0.6272742510994584,0.33488370687361213,277,25,35,0.09025270758122744,0.1263537906137184,0.7000000000000001,50,4,9.750000000000004
500,28,28,28,0.056,0.056,125,135,0.638,0.636,-0.20000000000000018,0.6262374292798931,0.6275314262480524,0.1293996968159239,277,29,34,0.10469314079422383,0.12274368231046931,0.8,50,4,9.750000000000004
500,31,31,31,0.062,0.062,138,138,0.64,0.64,0.0,0.6277519913837625,0.6277519913837625,0.0,277,34,34,0.12274368231046931,0.12274368231046931,0.9,50,4,9.750000000000004
500,33,33,33,0.066,0.066,140,140,0.642,0.642,0.0,0.627805164347823,0.627805164347823,0.0,277,34,34,0.12274368231046931,0.12274368231046931,1.0,50,4,9.750000000000004
500,0,0,0,0.0,0.0,0,153,0.514,0.598,8.399999999999997,0.5277807431092217,0.60990505052138,8.212430741215826,257,0,38,0.0,0.14785992217898833,0.0,51,0,8.250000000000002
500,4,4,4,0.008,0.008,13,151,0.53,0.598,6.799999999999995,0.5402903657474083,0.6116122234064724,7.1321857659064065,257,1,37,0.0038910505836575876,0.14396887159533073,0.1,51,0,8.250000000000002
500,10,10,10,0.02,0.02,38,155,0.554,0.596,4.199999999999992,0.5588079904406817,0.6137022503790927,5.48942599384109,257,5,39,0.019455252918287938,0.1517509727626459,0.2,51,0,8.250000000000002
500,11,11,11,0.022,0.022,62,154,0.562,0.594,3.1999999999999917,0.5787782220648394,0.6140077866154354,3.5229564550596004,257,13,39,0.05058365758754864,0.1517509727626459,0.30000000000000004,51,0,8.250000000000002
500,16,16,16,0.032,0.032,76,158,0.57,0.598,2.8000000000000025,0.5892887018974735,0.6154076742294847,2.6118972332011214,257,17,39,0.06614785992217899,0.1517509727626459,0.4,51,0,8.250000000000002
500,22,22,22,0.044,0.044,99,160,0.57,0.602,3.200000000000003,0.6003985187594224,0.6167693485909048,1.6370829831482414,257,26,39,0.10116731517509728,0.1517509727626459,0.5,51,0,8.250000000000002
500,27,27,27,0.054,0.054,121,159,0.588,0.606,1.8000000000000016,0.6098457771362242,0.6175008343132798,0.7655057177055613,257,29,38,0.11284046692607004,0.14785992217898833,0.6000000000000001,51,0,8.250000000000002
500,30,30,30,0.06,0.06,139,161,0.592,0.606,1.4000000000000012,0.6153919584202059,0.6178080592546505,0.24161008344446566,257,35,39,0.13618677042801555,0.1517509727626459,0.7000000000000001,51,0,8.250000000000002
500,33,33,33,0.066,0.066,147,163,0.6,0.612,1.200000000000001,0.6168446089115913,0.6180768908138107,0.12322819022193565,257,36,39,0.14007782101167315,0.1517509727626459,0.8,51,0,8.250000000000002
500,42,42,42,0.084,0.084,160,167,0.608,0.612,0.40000000000000036,0.6182527674638211,0.6185316657577,0.02788982938789486,257,39,40,0.1517509727626459,0.1556420233463035,0.9,51,0,8.250000000000002
500,45,45,45,0.09,0.09,169,169,0.61,0.61,0.0,0.6185987369682638,0.6185987369682638,0.0,257,42,42,0.16342412451361868,0.16342412451361868,1.0,51,0,8.250000000000002
500,0,0,0,0.0,0.0,0,133,0.502,0.606,10.399999999999999,0.5186907215989277,0.594853783481238,7.616306188231025,251,0,21,0.0,0.08366533864541832,0.0,51,1,8.250000000000002
500,6,6,6,0.012,0.012,19,140,0.53,0.604,7.399999999999995,0.5380996551180155,0.597631541013611,5.953188589559555,251,1,24,0.00398406374501992,0.09561752988047809,0.1,51,1,8.250000000000002
500,9,9,9,0.018,0.018,43,143,0.548,0.604,5.599999999999994,0.555782804689089,0.5984792997704074,4.269649508131835,251,6,25,0.02390438247011952,0.099601593625498,0.2,51,1,8.250000000000002
500,11,11,11,0.022,0.022,64,144,0.568,0.608,4.0000000000000036,0.5689397104686377,0.5989641113722689,3.002440090363123,251,8,24,0.03187250996015936,0.09561752988047809,0.30000000000000004,51,1,8.250000000000002
500,13,13,13,0.026,0.026,76,145,0.578,0.606,2.8000000000000025,0.5763383751366354,0.5994072917952368,2.3068916658601335,251,9,25,0.035856573705179286,0.099601593625498,0.4,51,1,8.250000000000002
500,18,18,18,0.036,0.036,96,147,0.596,0.61,1.4000000000000012,0.5869761665238857,0.6004507346971942,1.3474568173308499,251,14,25,0.055776892430278883,0.099601593625498,0.5,51,1,8.250000000000002
500,19,19,19,0.038,0.038,108,148,0.6,0.612,1.200000000000001,0.5911154091626347,0.6006360242340315,0.9520615071396787,251,17,25,0.06772908366533864,0.099601593625498,0.6000000000000001,51,1,8.250000000000002
500,23,23,23,0.046,0.046,129,152,0.598,0.61,1.200000000000001,0.5975631536933168,0.6011735924836711,0.36104387903542756,251,23,26,0.09163346613545817,0.10358565737051793,0.7000000000000001,51,1,8.250000000000002
500,29,29,29,0.058,0.058,144,153,0.604,0.602,-0.20000000000000018,0.6008993627223631,0.6017558831288572,0.08565204064940879,251,25,27,0.099601593625498,0.10756972111553785,0.8,51,1,8.250000000000002
500,33,33,33,0.066,0.066,152,155,0.598,0.598,0.0,0.60184574125024,0.6019993148712056,0.01535736209655747,251,28,30,0.11155378486055777,0.11952191235059761,0.9,51,1,8.250000000000002
500,36,36,36,0.072,0.072,157,157,0.596,0.596,0.0,0.6020499389742566,0.6020499389742566,0.0,251,31,31,0.12350597609561753,0.12350597609561753,1.0,51,1,8.250000000000002
500,0,0,0,0.0,0.0,0,149,0.524,0.582,5.799999999999994,0.5144474723281701,0.5939779516929845,7.953047936481439,262,0,34,0.0,0.1297709923664122,0.0,51,2,8.250000000000002
500,4,4,4,0.008,0.008,22,150,0.524,0.584,5.999999999999995,0.5305345028743195,0.5960082402726268,6.54737373983073,262,7,35,0.026717557251908396,0.13358778625954199,0.1,51,2,8.250000000000002
500,4,4,4,0.008,0.008,38,150,0.534,0.584,4.999999999999993,0.5421118078695747,0.5960082402726268,5.389643240305208,262,10,35,0.03816793893129771,0.13358778625954199,0.2,51,2,8.250000000000002
500,11,11,11,0.022,0.022,66,148,0.544,0.58,3.599999999999992,0.560673560037393,0.5990693702691108,3.8395810231717786,262,19,36,0.07251908396946564,0.13740458015267176,0.30000000000000004,51,2,8.250000000000002
500,17,17,17,0.034,0.034,89,150,0.568,0.576,0.8000000000000007,0.5791946753791892,0.601143599852471,2.1948924473281783,262,22,38,0.08396946564885496,0.1450381679389313,0.4,51,2,8.250000000000002
500,25,25,25,0.05,0.05,108,153,0.572,0.582,1.0000000000000009,0.5910284684862265,0.6032767080508437,1.224823956461718,262,29,37,0.11068702290076336,0.14122137404580154,0.5,51,2,8.250000000000002
500,31,31,31,0.062,0.062,123,155,0.574,0.584,1.0000000000000009,0.5975794740664357,0.6045297617212011,0.6950287654765352,262,31,38,0.1183206106870229,0.1450381679389313,0.6000000000000001,51,2,8.250000000000002
500,36,36,36,0.072,0.072,133,159,0.578,0.584,0.6000000000000005,0.6012233469343328,0.6053517777978311,0.41284308634983446,262,32,39,0.12213740458015267,0.14885496183206107,0.7000000000000001,51,2,8.250000000000002
500,42,42,42,0.084,0.084,144,161,0.59,0.586,-0.40000000000000036,0.604013049527812,0.606088196372211,0.20751468443990229,262,33,39,0.12595419847328243,0.14885496183206107,0.8,51,2,8.250000000000002
500,53,53,53,0.106,0.106,158,167,0.59,0.586,-0.40000000000000036,0.606342549668812,0.6067837614588223,0.044121179001033184,262,37,40,0.14122137404580154,0.15267175572519084,0.9,51,2,8.250000000000002
500,59,59,59,0.118,0.118,170,170,0.582,0.582,0.0,0.6069028262755687,0.6069028262755687,0.0,262,43,43,0.16412213740458015,0.16412213740458015,1.0,51,2,8.250000000000002
500,0,0,0,0.0,0.0,0,157,0.522,0.598,7.599999999999996,0.5202259011504025,0.5959191582184132,7.569325706801077,261,0,41,0.0,0.15708812260536398,0.0,51,3,8.250000000000002
500,2,2,2,0.004,0.004,16,156,0.542,0.6,5.799999999999994,0.5323378680600913,0.5966678180705083,6.4329950010416965,261,2,40,0.007662835249042145,0.1532567049808429,0.1,51,3,8.250000000000002
500,7,7,7,0.014,0.014,43,159,0.57,0.598,2.8000000000000025,0.5553393082613273,0.5982028351558135,4.286352689448625,261,5,42,0.019157088122605363,0.16091954022988506,0.2,51,3,8.250000000000002
500,11,11,11,0.022,0.022,62,160,0.568,0.6,3.200000000000003,0.5671119874789404,0.5991801075153105,3.206812003637005,261,12,41,0.04597701149425287,0.15708812260536398,0.30000000000000004,51,3,8.250000000000002
500,7,7,7,0.014,0.014,79,159,0.58,0.598,1.8000000000000016,0.5757101921951464,0.5982028351558135,2.249264296066711,261,15,42,0.05747126436781609,0.16091954022988506,0.4,51,3,8.250000000000002
500,13,13,13,0.026,0.026,94,162,0.598,0.602,0.40000000000000036,0.5840029562616372,0.5996422670783784,1.5639310816741192,261,15,42,0.05747126436781609,0.16091954022988506,0.5,51,3,8.250000000000002
500,23,23,23,0.046,0.046,110,164,0.614,0.592,-2.200000000000002,0.5911530681901108,0.6014213644793752,1.02682962892644,261,17,45,0.06513409961685823,0.1724137931034483,0.6000000000000001,51,3,8.250000000000002
500,23,23,23,0.046,0.046,126,164,0.61,0.592,-1.8000000000000016,0.5966892411695749,0.6014213644793752,0.4732123309800329,261,23,45,0.08812260536398467,0.1724137931034483,0.7000000000000001,51,3,8.250000000000002
500,32,32,32,0.064,0.064,143,165,0.598,0.594,-0.40000000000000036,0.6002310188547135,0.602279410963009,0.20483921082954382,261,33,44,0.12643678160919541,0.1685823754789272,0.8,51,3,8.250000000000002
500,40,40,40,0.08,0.08,158,162,0.592,0.602,1.0000000000000009,0.6024723593264646,0.6026451247525217,0.017276542605715317,261,41,41,0.15708812260536398,0.15708812260536398,0.9,51,3,8.250000000000002
500,42,42,42,0.084,0.084,162,162,0.598,0.598,0.0,0.6027001110516683,0.6027001110516683,0.0,261,42,42,0.16091954022988506,0.16091954022988506,1.0,51,3,8.250000000000002
500,0,0,0,0.0,0.0,0,153,0.502,0.576,7.399999999999995,0.5064658055067536,0.5925340538516561,8.606824834490256,251,0,33,0.0,0.13147410358565736,0.0,51,4,8.250000000000002
500,3,3,3,0.006,0.006,19,153,0.516,0.582,6.599999999999994,0.5252453144568774,0.5938367212272027,6.859140677032527,251,3,32,0.01195219123505976,0.12749003984063745,0.1,51,4,8.250000000000002
500,7,7,7,0.014,0.014,44,155,0.53,0.584,5.399999999999993,0.5443532160302351,0.5953650868580644,5.101187082782932,251,7,31,0.027888446215139442,0.12350597609561753,0.2,51,4,8.250000000000002
500,17,17,17,0.034,0.034,69,155,0.56,0.588,2.7999999999999914,0.5630570292473623,0.5984127264988438,3.5355697251481466,251,7,31,0.027888446215139442,0.12350597609561753,0.30000000000000004,51,4,8.250000000000002
500,23,23,23,0.046,0.046,85,159,0.568,0.594,2.6000000000000023,0.5722004466410114,0.5997020132432668,2.7501566602255334,251,11,30,0.043824701195219126,0.11952191235059761,0.4,51,4,8.250000000000002
500,27,27,27,0.054,0.054,109,159,0.582,0.6,1.8000000000000016,0.5865587262780251,0.6004385825084355,1.3879856230410437,251,16,29,0.06374501992031872,0.11553784860557768,0.5,51,4,8.250000000000002
500,34,34,34,0.068,0.068,129,164,0.596,0.6,0.40000000000000036,0.593892664408431,0.6014614823496252,0.7568817941194128,251,19,32,0.07569721115537849,0.12749003984063745,0.6000000000000001,51,4,8.250000000000002
500,38,38,38,0.076,0.076,146,164,0.606,0.602,-0.40000000000000036,0.5999460878678654,0.6018550039379392,0.19089160700738184,251,23,32,0.09163346613545817,0.12749003984063745,0.7000000000000001,51,4,8.250000000000002
500,44,44,44,0.088,0.088,156,165,0.606,0.604,-0.20000000000000018,0.6012779267719142,0.6022538286136311,0.09759018417169196,251,27,33,0.10756972111553785,0.13147410358565736,0.8,51,4,8.250000000000002
500,49,49,49,0.098,0.098,164,169,0.6,0.604,0.40000000000000036,0.602219069746756,0.6024552658512357,0.0236196104479669,251,32,33,0.12749003984063745,0.13147410358565736,0.9,51,4,8.250000000000002
500,53,53,53,0.106,0.106,172,172,0.6,0.6,0.0,0.6025137791257282,0.6025137791257282,0.0,251,35,35,0.1394422310756972,0.1394422310756972,1.0,51,4,8.250000000000002
500,0,0,0,0.0,0.0,0,131,0.552,0.616,6.399999999999995,0.5466296432310885,0.6157703345865853,6.914069135549672,276,0,32,0.0,0.11594202898550725,0.0,52,0,7.200000000000006
500,3,3,3,0.006,0.006,7,131,0.56,0.614,5.399999999999993,0.5518561113075057,0.6166265307546808,6.477041944717509,276,0,32,0.0,0.11594202898550725,0.1,52,0,7.200000000000006
500,6,6,6,0.012,0.012,32,131,0.57,0.618,4.800000000000004,0.5749266436047494,0.6172786158337726,4.23519722290232,276,7,32,0.025362318840579712,0.11594202898550725,0.2,52,0,7.200000000000006
500,9,9,9,0.018,0.018,48,132,0.586,0.618,3.200000000000003,0.5858772411735278,0.6177231414354009,3.184590026187306,276,10,32,0.036231884057971016,0.11594202898550725,0.30000000000000004,52,0,7.200000000000006
500,6,6,6,0.012,0.012,73,131,0.592,0.618,2.6000000000000023,0.5994840438092603,0.6172786158337726,1.779457202451229,276,17,32,0.06159420289855073,0.11594202898550725,0.4,52,0,7.200000000000006
500,9,9,9,0.018,0.018,87,132,0.598,0.618,2.0000000000000018,0.6063147254369328,0.6177231414354009,1.140841599846809,276,21,32,0.07608695652173914,0.11594202898550725,0.5,52,0,7.200000000000006
500,10,10,10,0.02,0.02,95,131,0.606,0.62,1.4000000000000012,0.6110338937372193,0.6178558561537454,0.6821962416526106,276,23,31,0.08333333333333333,0.11231884057971014,0.6000000000000001,52,0,7.200000000000006
500,18,18,18,0.036,0.036,111,134,0.608,0.622,1.4000000000000012,0.6158555540993058,0.6184709262111212,0.2615372111815395,276,28,32,0.10144927536231885,0.11594202898550725,0.7000000000000001,52,0,7.200000000000006
500,18,18,18,0.036,0.036,117,134,0.608,0.622,1.4000000000000012,0.6171322794963991,0.6184709262111212,0.13386467147220582,276,30,32,0.10869565217391304,0.11594202898550725,0.8,52,0,7.200000000000006
500,20,20,20,0.04,0.04,122,136,0.606,0.624,1.8000000000000016,0.6178440863976747,0.6185740406147127,0.07299542170379203,276,32,32,0.11594202898550725,0.11594202898550725,0.9,52,0,7.200000000000006
500,28,28,28,0.056,0.056,137,137,0.622,0.622,0.0,0.6187421197211185,0.6187421197211185,0.0,276,34,34,0.12318840579710146,0.12318840579710146,1.0,52,0,7.200000000000006
500,0,0,0,0.0,0.0,0,141,0.568,0.636,6.800000000000006,0.5370265691425391,0.6052105250278237,6.818395588528459,284,0,37,0.0,0.13028169014084506,0.0,52,1,7.200000000000006
500,5,5,5,0.01,0.01,18,140,0.576,0.64,6.400000000000006,0.5469127845104722,0.6076915059040768,6.077872139360463,284,5,35,0.017605633802816902,0.12323943661971831,0.1,52,1,7.200000000000006
500,12,12,12,0.024,0.024,43,141,0.596,0.644,4.800000000000004,0.5656990929360817,0.610171499236998,4.447240630091631,284,10,34,0.035211267605633804,0.11971830985915492,0.2,52,1,7.200000000000006
500,15,15,15,0.03,0.03,57,142,0.614,0.646,3.200000000000003,0.5774285585590038,0.6110392157110623,3.3610657152058576,284,11,35,0.03873239436619718,0.12323943661971831,0.30000000000000004,52,1,7.200000000000006
500,23,23,23,0.046,0.046,77,146,0.644,0.65,0.6000000000000005,0.5915993176535209,0.6129518585734255,2.1352540919904572,284,12,35,0.04225352112676056,0.12323943661971831,0.4,52,1,7.200000000000006
500,31,31,31,0.062,0.062,90,149,0.644,0.654,1.0000000000000009,0.5988289958958988,0.6144035797135445,1.557458381764576,284,16,34,0.056338028169014086,0.11971830985915492,0.5,52,1,7.200000000000006
500,33,33,33,0.066,0.066,109,149,0.654,0.658,0.40000000000000036,0.6069765493840648,0.614719308259417,0.7742758875352251,284,21,33,0.07394366197183098,0.11619718309859155,0.6000000000000001,52,1,7.200000000000006
500,34,34,34,0.068,0.068,123,150,0.664,0.658,-0.6000000000000005,0.6116041871572377,0.614867540121676,0.32633529644382486,284,25,33,0.0880281690140845,0.11619718309859155,0.7000000000000001,52,1,7.200000000000006
500,41,41,41,0.082,0.082,135,151,0.658,0.654,-0.40000000000000036,0.6143778015623339,0.6155797648502244,0.12019632878904618,284,29,34,0.10211267605633803,0.11971830985915492,0.8,52,1,7.200000000000006
500,48,48,47,0.096,0.094,147,151,0.654,0.656,0.20000000000000018,0.6155928020126162,0.6157423009565628,0.014949894394655772,284,33,34,0.11619718309859155,0.11971830985915492,0.9,52,1,7.200000000000006
500,47,47,47,0.094,0.094,151,151,0.656,0.656,0.0,0.6157423009565628,0.6157423009565628,0.0,284,34,34,0.11971830985915492,0.11971830985915492,1.0,52,1,7.200000000000006
500,0,0,0,0.0,0.0,0,139,0.542,0.618,7.599999999999996,0.53995008115015,0.6082941193780746,6.834403822792467,271,0,29,0.0,0.1070110701107011,0.0,52,2,7.200000000000006
500,2,2,2,0.004,0.004,20,139,0.566,0.618,5.200000000000005,0.5573791357579501,0.6088715728203726,5.149243706242257,271,1,29,0.0036900369003690036,0.1070110701107011,0.1,52,2,7.200000000000006
500,5,5,5,0.01,0.01,34,139,0.58,0.618,3.8000000000000034,0.5676010323534983,0.6096718972000008,4.2070864846502465,271,3,29,0.01107011070110701,0.1070110701107011,0.2,52,2,7.200000000000006
500,10,10,10,0.02,0.02,53,138,0.596,0.62,2.400000000000002,0.5798973441660694,0.6107836990884068,3.088635492233738,271,7,29,0.025830258302583026,0.1070110701107011,0.30000000000000004,52,2,7.200000000000006
500,18,18,18,0.036,0.036,72,139,0.61,0.612,0.20000000000000018,0.590875394579552,0.6120220617609611,2.114666718140912,271,9,30,0.033210332103321034,0.11070110701107011,0.4,52,2,7.200000000000006
500,24,24,24,0.048,0.048,91,142,0.616,0.612,-0.40000000000000036,0.6019518786982229,0.6124775942969765,1.0525715598753593,271,16,32,0.05904059040590406,0.11808118081180811,0.5,52,2,7.200000000000006
500,24,24,24,0.048,0.048,100,142,0.626,0.612,-1.4000000000000012,0.60544664226725,0.6124775942969765,0.7030952029726478,271,16,32,0.05904059040590406,0.11808118081180811,0.6000000000000001,52,2,7.200000000000006
500,28,28,28,0.056,0.056,112,139,0.628,0.614,-1.4000000000000012,0.6092542057997868,0.6126359324320735,0.3381726632286641,271,20,31,0.07380073800738007,0.11439114391143912,0.7000000000000001,52,2,7.200000000000006
500,30,30,30,0.06,0.06,125,141,0.622,0.618,-0.40000000000000036,0.6117204091762996,0.6126994187279631,0.09790095516635233,271,25,31,0.09225092250922509,0.11439114391143912,0.8,52,2,7.200000000000006
500,31,31,31,0.062,0.062,135,142,0.616,0.618,0.20000000000000018,0.6125552769874315,0.6127287051383196,0.01734281508880553,271,30,31,0.11070110701107011,0.11439114391143912,0.9,52,2,7.200000000000006
500,35,35,35,0.07,0.07,144,144,0.618,0.618,0.0,0.6128036043952045,0.6128036043952045,0.0,271,32,32,0.11808118081180811,0.11808118081180811,1.0,52,2,7.200000000000006
500,0,0,0,0.0,0.0,0,136,0.526,0.624,9.799999999999997,0.5363263839426788,0.6051832140024517,6.885683005977283,263,0,30,0.0,0.11406844106463879,0.0,52,3,7.200000000000006
500,4,4,4,0.008,0.008,13,138,0.538,0.63,9.199999999999998,0.546858720917619,0.6066361854148115,5.977746449719246,263,2,30,0.0076045627376425855,0.11406844106463879,0.1,52,3,7.200000000000006
500,8,8,8,0.016,0.016,31,138,0.558,0.634,7.599999999999996,0.5616398435343256,0.6078950583033964,4.62552147690708,263,6,29,0.022813688212927757,0.11026615969581749,0.2,52,3,7.200000000000006
500,9,9,9,0.018,0.018,60,137,0.586,0.636,5.000000000000004,0.5809564787886528,0.6081707984612171,2.721431967256438,263,12,28,0.045627376425855515,0.10646387832699619,0.30000000000000004,52,3,7.200000000000006
500,12,12,12,0.024,0.024,75,134,0.604,0.632,2.8000000000000025,0.5918259380078827,0.6087735681828412,1.6947630174958483,263,12,27,0.045627376425855515,0.10266159695817491,0.4,52,3,7.200000000000006
500,15,15,15,0.03,0.03,83,135,0.604,0.632,2.8000000000000025,0.5965072018895595,0.6092032368276753,1.2696034938115774,263,15,27,0.057034220532319393,0.10266159695817491,0.5,52,3,7.200000000000006
500,19,19,19,0.038,0.038,99,135,0.612,0.628,1.6000000000000014,0.6035771026650412,0.6095783188222267,0.6001216157185518,263,18,28,0.06844106463878327,0.10646387832699619,0.6000000000000001,52,3,7.200000000000006
500,19,19,19,0.038,0.038,109,135,0.614,0.628,1.4000000000000012,0.6066895788245563,0.6095783188222267,0.2888739997670364,263,21,28,0.07984790874524715,0.10646387832699619,0.7000000000000001,52,3,7.200000000000006
500,23,23,23,0.046,0.046,118,137,0.62,0.626,0.6000000000000005,0.6085242146539892,0.6098224792995978,0.129826464560856,263,24,29,0.09125475285171103,0.11026615969581749,0.8,52,3,7.200000000000006
