n_cases,move_budget,baseline_moved_load,operational_moved_load,baseline_move_share,operational_move_share,baseline_churn,operational_churn,baseline_accuracy,operational_accuracy,realized_gain_pp,baseline_common_value,operational_common_value,predicted_gain_pp,incumbent_correct,baseline_nfr_count,operational_nfr_count,baseline_nfr,operational_nfr,alpha,repetition,batch,release_gain_pp
500,38,38,37,0.076,0.074,145,152,0.592,0.59,-0.20000000000000018,0.6059136510437063,0.6061317351483357,0.02180841046294235,266,34,36,0.12781954887218044,0.13533834586466165,0.9,1,4,8.250000000000002
500,37,37,37,0.074,0.074,152,152,0.59,0.59,0.0,0.6061317351483357,0.6061317351483357,0.0,266,36,36,0.13533834586466165,0.13533834586466165,1.0,1,4,8.250000000000002
500,0,0,0,0.0,0.0,0,167,0.494,0.642,14.800000000000002,0.5181627645594127,0.6095529009571143,9.139013639770166,247,0,24,0.0,0.09716599190283401,0.0,2,0,8.600000000000009
500,5,5,5,0.01,0.01,34,167,0.528,0.644,11.6,0.5504012994126747,0.6106253696549001,6.0224070242225425,247,4,24,0.016194331983805668,0.09716599190283401,0.1,2,0,8.600000000000009
500,6,6,6,0.012,0.012,53,168,0.552,0.642,8.999999999999996,0.5644074865081967,0.610801397867568,4.639391135937132,247,6,25,0.024291497975708502,0.10121457489878542,0.2,2,0,8.600000000000009
500,11,11,11,0.022,0.022,70,172,0.576,0.642,6.600000000000006,0.5756321069859044,0.6116111912318916,3.597908424598717,247,6,26,0.024291497975708502,0.10526315789473684,0.30000000000000004,2,0,8.600000000000009
500,12,12,12,0.024,0.024,96,171,0.592,0.644,5.200000000000005,0.5904849189014675,0.6117647906820778,2.1279871780610304,247,10,25,0.04048582995951417,0.10121457489878542,0.4,2,0,8.600000000000009
500,15,15,15,0.03,0.03,111,170,0.612,0.642,3.0000000000000027,0.5982533776746902,0.6121942464455729,1.394086877088263,247,10,25,0.04048582995951417,0.10121457489878542,0.5,2,0,8.600000000000009
500,17,17,17,0.034,0.034,126,171,0.626,0.64,1.4000000000000012,0.6044234719489617,0.6124585736717608,0.8035101722799087,247,11,25,0.044534412955465584,0.10121457489878542,0.6000000000000001,2,0,8.600000000000009
500,22,22,22,0.044,0.044,141,172,0.632,0.638,0.6000000000000005,0.6084351279706989,0.6128558311985659,0.4420703227867029,247,15,26,0.06072874493927125,0.10526315789473684,0.7000000000000001,2,0,8.600000000000009
500,27,27,27,0.054,0.054,153,170,0.628,0.63,0.20000000000000018,0.6114379180594619,0.6130197915666563,0.1581873507194409,247,21,28,0.08502024291497975,0.11336032388663968,0.8,2,0,8.600000000000009
500,30,30,29,0.06,0.058,166,170,0.628,0.63,0.20000000000000018,0.6128830453517284,0.6130340774821605,0.015103213043210495,247,27,28,0.10931174089068826,0.11336032388663968,0.9,2,0,8.600000000000009
500,29,29,29,0.058,0.058,170,170,0.63,0.63,0.0,0.6130340774821605,0.6130340774821605,0.0,247,28,28,0.11336032388663968,0.11336032388663968,1.0,2,0,8.600000000000009
500,0,0,0,0.0,0.0,0,151,0.528,0.598,6.999999999999995,0.5198259248309172,0.6029326435497128,8.31067187187956,264,0,38,0.0,0.14393939393939395,0.0,2,1,8.600000000000009
500,8,8,8,0.016,0.016,20,153,0.558,0.604,4.5999999999999925,0.5415829391147456,0.6058434883844855,6.42605492697399,264,0,37,0.0,0.14015151515151514,0.1,2,1,8.600000000000009
500,7,7,7,0.014,0.014,35,153,0.564,0.602,3.8000000000000034,0.5526659635487391,0.6056026438033332,5.293668025459408,264,4,38,0.015151515151515152,0.14393939393939395,0.2,2,1,8.600000000000009
500,9,9,9,0.018,0.018,57,154,0.576,0.602,2.6000000000000023,0.5678334070530453,0.6060643285577174,3.823092150467211,264,9,38,0.03409090909090909,0.14393939393939395,0.30000000000000004,2,1,8.600000000000009
500,14,14,14,0.028,0.028,81,157,0.588,0.602,1.4000000000000012,0.5836525107618439,0.6070520223617273,2.3399511599883405,264,15,39,0.056818181818181816,0.14772727272727273,0.4,2,1,8.600000000000009
500,19,19,19,0.038,0.038,97,157,0.602,0.606,0.40000000000000036,0.5942532938178233,0.6079033424763931,1.365004865856978,264,18,39,0.06818181818181818,0.14772727272727273,0.5,2,1,8.600000000000009
