n_cases,move_budget,baseline_moved_load,operational_moved_load,baseline_move_share,operational_move_share,baseline_churn,operational_churn,baseline_accuracy,operational_accuracy,realized_gain_pp,baseline_common_value,operational_common_value,predicted_gain_pp,incumbent_correct,baseline_nfr_count,operational_nfr_count,baseline_nfr,operational_nfr,baseline_true_value,operational_true_value,conditional_gain_pp,score_error_penalty_pp,robust_lower_bound_pp,alpha,scenario,repetition,batch,release_gain_pp
300,14,14,14,0.04666666666666667,0.04666666666666667,62,92,0.5733333333333334,0.5766666666666667,0.33333333333332993,0.5825818821527782,0.5949608673222582,1.2378985169479995,158,15,24,0.0949367088607595,0.1518987341772152,0.5767760199203362,0.589231482807811,1.2455462887474789,4.034347874837815,-2.7964493578898155,0.5,well_estimated,0,2,9.950000000000003
300,20,20,20,0.06666666666666667,0.06666666666666667,79,93,0.58,0.5833333333333334,0.33333333333334103,0.5943218423082806,0.5968091485830165,0.24873062747359231,158,20,24,0.12658227848101267,0.1518987341772152,0.5888104436417296,0.591012241871689,0.2201798229959362,4.100349101391843,-3.8516184739182506,0.75,well_estimated,0,2,9.950000000000003
300,28,28,28,0.09333333333333334,0.09333333333333334,95,95,0.5666666666666667,0.5666666666666667,0.0,0.598080871668844,0.598080871668844,0.0,158,28,28,0.17721518987341772,0.17721518987341772,0.5932708374755027,0.5932708374755027,0.0,4.156073555147906,-4.156073555147906,1.0,well_estimated,0,2,9.950000000000003
300,0,0,0,0.0,0.0,0,86,0.5033333333333333,0.5833333333333334,8.000000000000007,0.5148861883149505,0.585820443786118,7.09342554711675,151,0,15,0.0,0.09933774834437085,0.5124555642964804,0.5810716251216903,6.8616060825209875,3.9545989929995176,3.1388265541172324,0.0,well_estimated,0,3,9.950000000000003
300,12,12,12,0.04,0.04,33,88,0.5533333333333333,0.59,3.6666666666666625,0.5601807385609192,0.5959975087515426,3.581677019062335,151,4,18,0.026490066225165563,0.11920529801324503,0.5560177340463532,0.5911759386008321,3.5158204554478822,4.060259075570519,-0.4785820565081842,0.25,well_estimated,0,3,9.950000000000003
300,15,15,15,0.05,0.05,59,91,0.5733333333333334,0.58,0.6666666666666599,0.582784439887455,0.5971352064599783,1.4350766572523321,151,7,20,0.046357615894039736,0.13245033112582782,0.5780749217274975,0.5916659799549655,1.3591058227467978,4.0897900948920265,-2.6547134376396944,0.5,well_estimated,0,3,9.950000000000003
300,26,26,26,0.08666666666666667,0.08666666666666667,80,94,0.5833333333333334,0.57,-1.333333333333342,0.5980058967945773,0.599935734637583,0.19298378430057106,151,13,21,0.08609271523178808,0.1390728476821192,0.5935371468963632,0.5936526516002579,0.01155047038947643,4.239766952749213,-4.046783168448642,0.75,well_estimated,0,3,9.950000000000003
300,34,34,34,0.11333333333333333,0.11333333333333333,99,99,0.57,0.57,0.0,0.6002839837054395,0.6002839837054395,0.0,151,22,22,0.1456953642384106,0.1456953642384106,0.594382307991321,0.594382307991321,0.0,4.28463488354459,-4.28463488354459,1.0,well_estimated,0,3,9.950000000000003
300,0,0,0,0.0,0.0,0,74,0.56,0.64,7.9999999999999964,0.556629762470219,0.6215842557772365,6.495449330701753,168,0,16,0.0,0.09523809523809523,0.5543520477437598,0.6195321657176039,6.518011797384416,4.326457866460915,2.168991464240838,0.0,well_estimated,1,0,9.800000000000008
300,10,10,10,0.03333333333333333,0.03333333333333333,25,82,0.5966666666666667,0.6166666666666667,2.0000000000000018,0.5894275461520906,0.624160821427137,3.473327527504644,168,4,23,0.023809523809523808,0.13690476190476192,0.5864268126561599,0.6207224387610326,3.429562610487269,4.345356617336872,-0.8720290898322283,0.25,well_estimated,1,0,9.800000000000008
300,7,7,7,0.023333333333333334,0.023333333333333334,47,81,0.61,0.6233333333333333,1.3333333333333308,0.609136143489287,0.6236652460750243,1.4529102585737252,168,11,21,0.06547619047619048,0.125,0.6068475437053157,0.6210409471201555,1.4193403414839767,4.4363194059608455,-2.9834091473871203,0.5,well_estimated,1,0,9.800000000000008
300,12,12,12,0.04,0.04,70,83,0.62,0.6133333333333333,-0.666666666666671,0.6227268435114617,0.624409047549865,0.16822040384033565,168,17,24,0.10119047619047619,0.14285714285714285,0.6203119841882544,0.6208375520584897,0.05255678702352773,4.494160431118767,-4.325940027278431,0.75,well_estimated,1,0,9.800000000000008
